kingdom	phylum	class	order	family	name	genus	species	author	taxonID	Assignment	FOSSIL	uniqueness_family	uniqueness_genus	size_m	size_f	size_avg	model_organism	harmful_to_human	human_use	domain	reproductive_habitat	trophic_role	common_name	colorful	color_blu	color_red	mimetism	photo_google	wikipedia	CITES	n_occurrences	range_size_MCP	range_size_AOO	elevation_min	elevation_max	elevation_range	Total_wos	Agriculture	Anatomy & Morphology	Behavioral Sciences	Biochemistry & Molecular Biology	Biodiversity & Conservation	Biotechnology & Applied Microbiology	Cell Biology	Entomology	Environmental Sciences & Ecology	Evolutionary Biology	forestry	Genetics & Heredity	Life Sciences Biomedicine Other Topics	Marine & Freshwater Biology	Microbiology	Mycology	Parasitology	Pharmacology & Pharmacy	Plant Sciences	Zoology	Chemistry	Geology	Oceanography	Physics	Engineering	Instruments & Instrumentation	Microscopy	total_wiki_pgviews	wiki_langs	wiki_mean_month_pgviews	mean_divergence_time_Mya	median_divergence_time_Mya
Animalia	Rotifera	Eurotatoria	Ploima	Notommatidae	Cephalodella misgurnus	Cephalodella	misgurnus	Wulfert, 1937	1003487	Diego Fontaneto		296	166	NA	0,18	0,18	0	0	0	freshwater	lake ; other wetlands	primary consumer	0	0	0	0	0	1	0	0	1	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	4	0,275	796,56	736
Animalia	Rotifera	Eurotatoria	Ploima	Euchlanidae	Euchlanis meneta	Euchlanis	meneta	Myers, 1930	1002519	Diego Fontaneto		32	25	NA	0,16	0,16	0	0	0	freshwater	lake ; other wetlands	primary consumer	0	0	0	0	0	1	1	0	21	44705336	72	36	1231	1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	4	0,629166666666667	796,56	736
Animalia	Rotifera	Eurotatoria	Ploima	Lepadellidae	Lepadella triptera	Lepadella	triptera	(Ehrenberg, 1832)	1001461	Diego Fontaneto		161	119	NA	0,07	0,07	0	0	0	freshwater ; marine	lake ; other wetlands	primary consumer	0	0	0	0	0	1	1	0	22	253595001	88	28	1267	1239	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	4	0,304166666666667	796,56	736
Animalia	Rotifera	Eurotatoria	Flosculariaceae	Testudinellidae	Testudinella discoidea	Testudinella	discoidea	Ahlstrom, 1938	4983852	Diego Fontaneto		57	51	NA	0,14	0,14	0	0	0	freshwater	lake ; other wetlands	primary consumer	0	0	0	0	0	0	0	0	1	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	4	0,4875	796,56	736
Animalia	Rotifera	Eurotatoria	Bdelloidea	Philodinidae	Embata laticeps	Embata	laticeps	(Murray, 1905)	1000937	Diego Fontaneto		242	5	NA	0,7	0,7	0	0	0	freshwater	lake ; other wetlands	primary consumer	0	0	0	0	0	1	1	0	1	0	0	NA	NA	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	86	4	0,358333333333333	796,56	736
Animalia	Rotifera	Eurotatoria	Collothecacea	Atrochidae	Acyclus trilobus	Acyclus	trilobus	(Lucks, 1911)	1000780	Diego Fontaneto		4	2	NA	0,2	0,2	0	0	0	freshwater	lake ; other wetlands	secondary consumer	0	0	0	0	0	0	0	0	1	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	3	0,238888888888889	796,56	736
Animalia	Rotifera	Pararotatoria	Seisonacea	Seisonidae	Seison nebaliae	Seison	nebaliae	Grube, 1859	1003557	Diego Fontaneto		3	2	2	1,5	1,75	0	0	0	marine	marine coastal	parasite	0	0	0	0	0	1	0	0	2	0	8	NA	NA	0	21	0	5	0	2	0	2	1	0	1	6	0	6	0	2	2	0	1	0	0	8	0	0	0	0	0	0	1	193	4	0,804166666666667	796,56	736
Animalia	Arthropoda	Entognatha	Diplura	Campodeidae	Campodea taunica	Campodea	taunica	Marten, 1939	4536738	Diego Fontaneto		288	137	NA	NA	4,5	0	0	0	terrestrial	subterranean habitats	decomposer	0	0	0	0	0	0	0	0	1	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	1	3,06666666666667	796,56	736
Animalia	Arthropoda	Entognatha	Collembola	Isotomidae	Folsomia bisetosella	Folsomia	bisetosella	Fjellberg, 2005	8377819	Diego Fontaneto/Filipe Chichorro		936	88	NA	NA	0,6	0	0	0	terrestrial	grassland	decomposer	0	0	0	0	0	0	0	0	77	2992825	224	0	495	495	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	13	1	0,216666666666667	796,56	736
Animalia	Arthropoda	Entognatha	Collembola	Hypogastruridae	Hypogastrura perplexa	Hypogastrura	perplexa	Christiansen & Bellinger, 1980	2121621	Diego Fontaneto/Filipe Chichorro		703	171	NA	NA	1,7	0	0	0	terrestrial	other wetlands	decomposer	0	0	1	0	0	0	0	0	9	760869	28	12	416	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	3	0,133333333333333	796,56	736
Animalia	Arthropoda	Entognatha	Collembola	Entomobryidae	Entomobrya marginata	Entomobrya	marginata	Tullberg, 1981	2120806	Diego Fontaneto/Filipe Chichorro		708	117	NA	NA	2	0	0	0	terrestrial	subterranean habitats	decomposer	0	0	0	0	0	1	0	0	259	34149508	920	5	2307	2302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	4	0,420833333333333	796,56	736
Animalia	Arthropoda	Entognatha	Collembola	Neanuridae	Pseudachorutes simplex	Pseudachorutes	simplex	Maynard, 1951	2122124	Diego Fontaneto		613	48	NA	NA	1,3	0	0	0	terrestrial	subterranean habitats	decomposer	0	0	0	0	0	0	0	0	47	6781359	168	6	3973	3967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	3	0,122222222222222	796,56	736
Animalia	Arthropoda	Entognatha	Collembola	Neanuridae	Holacanthella paucispinosa	Holacanthella	paucispinosa	(Salmon, 1941)	2122016	Diego Fontaneto		613	5	NA	NA	15	0	0	0	terrestrial	subterranean habitats	decomposer	0	1	1	0	0	1	0	0	19	111431	68	79	1232	1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	3	0,322222222222222	796,56	736
Animalia	Arthropoda	Entognatha	Collembola	Onychiuridae	Wankeliella intermedia	Wankeliella	intermedia	Potapov & Stebaeva, 1998	7378181	Diego Fontaneto		511	5	0,4	0,5	0,45	0	0	0	terrestrial	subterranean habitats	decomposer	0	0	0	0	0	0	0	0	3	31498	12	11	114	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0,2	796,56	736
Animalia	Arthropoda	Entognatha	Collembola	Entomobryidae	Pseudosinella folsomi	Pseudosinella	folsomi	(Mills, 1931)	2120942	Diego Fontaneto		708	215	NA	NA	2	0	0	0	terrestrial	subterranean habitats	decomposer	0	0	0	0	0	0	0	0	9	99	16	8	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3	0,116666666666667	796,56	736
Animalia	Arthropoda	Entognatha	Collembola	Isotomidae	Isotomurus stuxbergi	Isotomurus	stuxbergi	(Tullberg, 1876)	4539035	Diego Fontaneto		936	41	NA	NA	2,5	0	0	0	terrestrial	subterranean habitats	decomposer	0	0	0	0	0	0	0	0	64	19745645	216	4	1140	1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	2	0,6	796,56	736
Animalia	Arthropoda	Entognatha	Protura	Eosentomidae	Eosentomon temannegarai	Eosentomon	temannegarai	Nosek, 1976	2119327	Diego Fontaneto		357	309	NA	NA	1	0	0	0	terrestrial	subterranean habitats	decomposer	0	0	0	0	0	0	0	0	1	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	4	0,475	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Atheta cadaverina	Atheta	cadaverina	(Brisout de Barneville, 1860)	6097454	Diego Fontaneto		65273	1934	NA	NA	2,1	0	0	0	terrestrial	subterranean habitats	decomposer	0	0	0	0	0	1	0	0	264	2638559	912	2	2207	2205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Catharsius dubius	Catharsius	dubius	PÇringuey, 1901	1088686	Diego Fontaneto		6592	101	NA	NA	27	0	0	0	terrestrial	grassland	decomposer	0	0	0	0	0	0	0	0	5	87815	20	1191	1517	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	6	0,258333333333333	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Loxostethus fasciatus	Loxostethus	fasciatus	Triplehorn, 1962	8778538	Diego Fontaneto		5741	9	NA	NA	2,3	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	0	0	0	0	0	0	0	7	55872	28	14	845	831	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Stenomorphus convexior	Stenomorphus	convexior	Notman, 1922	1037814	Diego Fontaneto		39843	7	NA	NA	13,7	0	0	0	terrestrial	subterranean habitats	secondary consumer	0	0	0	0	0	1	1	0	48	358429	172	8	2025	2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	5	0,72	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Allogymnopleurus chloris	Allogymnopleurus	chloris	(Klug, 1855)	1093959	Diego Fontaneto		6592	19	NA	NA	13	0	0	0	terrestrial	grassland	decomposer	0	1	0	0	0	1	0	0	7	418650	28	20	1498	1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	5	0,27	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Melolonthidae	Gastroserica herzi	Gastroserica	herzi	(Heyden, 1887)	1058633	Diego Fontaneto		12062	47	NA	NA	7,3	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	1	0	0	0	0	0	0	16	50574	44	13	577	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	0,2	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Epiglyptus costatus	Epiglyptus	costatus	(J.L.LeConte, 1852)	5995829	Diego Fontaneto		4491	1	NA	NA	9	0	0	0	terrestrial	subterranean habitats	secondary consumer	0	0	0	0	0	1	0	0	14	220952	56	92	1787	1695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	4	0,129166666666667	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus amaroides	Pterostichus	amaroides	(Dejean, 1828)	7444345	Diego Fontaneto		39843	1188	NA	NA	8,6	0	0	0	terrestrial	subterranean habitats	secondary consumer	0	0	0	0	0	1	0	0	10	74179	40	166	2356	2190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2	0,2	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Hymenorus thoracicus	Hymenorus	thoracicus	Fall, 1931	9709832	Diego Fontaneto		5741	159	NA	NA	5	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	0	0	0	0	1	0	0	9	286189	36	-55	742	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Aphodiidae	Lorditomaeus opatroides	Lorditomaeus	opatroides	(Klug, 1855)	1068068	Diego Fontaneto		3455	24	NA	NA	4	0	0	0	terrestrial	grassland	decomposer	0	1	0	0	0	0	0	0	5	49164	20	839	1620	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	4	0,233333333333333	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Batrachorhina jejuna	Batrachorhina	jejuna	(Kolbe, 1893)	1134782	Diego Fontaneto		34254	72	NA	NA	16	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	0	0	0	0	0	1	0	3	0	8	24	103	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	8	0,889583333333333	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Tessaromma nanum	Tessaromma	nanum	Blackburn, 1899	5001633	Diego Fontaneto		34254	12	NA	NA	7	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	1	0	0	0	1	0	0	11	3772879	44	26	619	593	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	134	7	0,319047619047619	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Trogidae	Glyptotrox foveicollis	Glyptotrox	foveicollis	(Harold, 1872)	9532065	Diego Fontaneto		345	29	NA	NA	7	0	0	0	terrestrial	subterranean habitats	decomposer	0	0	0	0	0	0	0	0	19	1919509	76	25	1752	1727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Haliplidae	Haliplus fulvicollis	Haliplus	fulvicollis	Erichson, 1837	4470361	Diego Fontaneto		157	116	NA	NA	3	0	0	0	freshwater	other wetlands	decomposer ; primary consumer ; secondary consumer	0	1	0	0	0	1	0	0	128	4452804	360	-4	518	522	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	3	2,75555555555556	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Chlaenius variabilipes	Chlaenius	variabilipes	Eschscholtz, 1833	4988999	Diego Fontaneto		39843	1047	NA	NA	11,2	0	0	0	terrestrial	subterranean habitats	secondary consumer	0	1	0	0	0	1	0	0	43	232893	164	28	1605	1577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	4	0,191666666666667	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Stenus transformis	Stenus	transformis	Puthz, 1977	4438030	Diego Fontaneto		65273	3009	NA	NA	4	0	0	0	terrestrial	subterranean habitats	secondary consumer	0	0	0	0	0	0	0	0	3	18	12	16	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Aphodiidae	Oscarinus bottimeri	Oscarinus	bottimeri	(Cartwright, 1957)	1070128	Diego Fontaneto		3455	19	NA	NA	4	0	0	0	terrestrial	grassland	decomposer	0	0	0	0	0	0	0	0	4	70710	16	168	1741	1573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	3	0,144444444444444	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Trichotichnus dichrous	Trichotichnus	dichrous	(Dejean, 1829)	1035062	Diego Fontaneto		39843	300	NA	NA	10	0	0	0	terrestrial	subterranean habitats	decomposer ; primary consumer ; secondary consumer	0	1	0	0	0	1	1	0	54	2677365	204	8	1767	1759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	5	1,10666666666667	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Phygasia chengi	Phygasia	chengi	Lee, 2012	8634990	Diego Fontaneto		14345	5	7,9	8,1	8	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	1	0	0	0	1	0	0	8	11763	32	22	1364	1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Eburodacrys triocellata	Eburodacrys	triocellata	(StÜl, 1857)	1123688	Diego Fontaneto		34254	92	NA	NA	10	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	1	0	0	0	1	1	0	32	1529560	104	4	1912	1908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	8	1,61458333333333	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Onitis perpunctatus	Onitis	perpunctatus	Balthasar, 1963	1093792	Diego Fontaneto		6592	175	NA	NA	18	0	0	0	terrestrial	grassland	decomposer	0	0	0	0	0	1	0	0	35	1875432	140	52	1850	1798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	6	0,172222222222222	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Aridaeus thoracicus	Aridaeus	thoracicus	(Donovan, 1805)	1117891	Diego Fontaneto		34254	6	NA	NA	20	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	1	1	0	1	0	1	1	0	165	6667342	624	3	1093	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6864	8	14,3	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Silusa californica	Silusa	californica	(Bernhauer, 1905)	4989455	Diego Fontaneto		65273	50	NA	NA	3,5	0	0	0	terrestrial	subterranean habitats	decomposer ; primary consumer ; secondary consumer	0	0	0	0	0	1	0	0	41	7137398	100	57	1998	1941	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	4	0,120833333333333	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus chiricahuae	Agrilus	chiricahuae	Fisher, 1928	6004111	Diego Fontaneto		15260	3087	NA	NA	4	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	1	0	0	0	1	0	0	5	62011	20	1786	2354	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	6	0,708333333333333	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Calvia quindecimguttata	Calvia	quindecimguttata	(Fabricius, 1777)	4452237	Diego Fontaneto		1953	11	NA	NA	5,5	0	0	0	terrestrial	zoo/epiphytic or parasite	secondary consumer	0	1	0	0	0	1	0	0	45	2527946	180	7	1008	1001	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1703	3	9,46111111111111	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Rutelidae	Anomala chapini	Anomala	chapini	Robinson, 1948	5988208	Diego Fontaneto		4776	1289	NA	NA	16	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	0	0	0	0	0	0	0	15	95572	48	19	1145	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	0,2	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Margarinotus cognatus	Margarinotus	cognatus	(J.E.LeConte, 1844)	1044974	Diego Fontaneto		4491	104	NA	NA	5,5	0	0	0	terrestrial	subterranean habitats	secondary consumer	0	0	0	0	0	1	0	0	20	1253180	80	-4	749	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	5	0,573333333333333	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chiridopsis scalaris	Chiridopsis	scalaris	(Weber, 1801)	6274269	Diego Fontaneto		14345	64	NA	NA	6,5	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	1	0	0	0	1	0	0	17	1503573	36	16	702	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6625	2	55,2083333333333	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Cetoniidae	Cotinis nitida	Cotinis	nitida	(Linnaeus, 1764)	1077495	Diego Fontaneto		4484	30	NA	NA	20	0	1	0	terrestrial	zoo/epiphytic or parasite	primary consumer	1	1	0	0	0	1	1	0	494	3560094	1812	0	1678	1678	29	1	0	0	0	4	1	0	20	5	0	0	0	0	0	1	1	0	0	0	3	0	0	0	1	1	1	0	437954	5	1459,84666666667	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Scopaeus opacus	Scopaeus	opacus	(LeConte & J.L., 1863)	9927078	Diego Fontaneto		65273	456	NA	NA	2,5	0	0	0	terrestrial	subterranean habitats	decomposer ; primary consumer ; secondary consumer	0	0	0	0	0	0	0	0	3	453	12	21	54	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Helops politus	Helops	politus	Say, 1826	9696621	Diego Fontaneto		5741	70	NA	NA	10	0	0	0	terrestrial	subterranean habitats	decomposer ; primary consumer ; secondary consumer	0	0	0	0	0	0	0	0	34	3174939	136	23	2239	2216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Corticeus tenuis	Corticeus	tenuis	(LeConte, 1878)	7427154	Diego Fontaneto		5741	44	NA	NA	5,8	0	0	0	terrestrial	forest	primary consumer	0	0	0	0	0	1	0	0	8	1837859	32	43	1819	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Melyridae	Dasytes lombardus	Dasytes	lombardus	Fiori, 1909	4449972	Diego Fontaneto		422	101	NA	NA	5	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	0	0	0	0	0	0	0	5	821	20	454	1288	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Cardiophorus rufipes	Cardiophorus	rufipes	(Goeze, 1777)	6974194	Diego Fontaneto		2691	202	NA	NA	7	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	0	0	0	0	0	0	0	161	513183	628	5	2485	2480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	3	0,738888888888889	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Megalinus hesperius	Megalinus	hesperius	(Erichson, 1839)	9393246	Diego Fontaneto		65273	62	NA	NA	7	0	0	0	terrestrial	subterranean habitats	decomposer ; primary consumer ; secondary consumer	0	0	0	0	0	0	0	0	86	392707	324	18	531	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Salpingidae	Lissodema denticolle	Lissodema	denticolle	(Gyllenhal, 1813)	5750799	Diego Fontaneto		99	6	NA	NA	3	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	0	0	0	0	1	0	0	291	2425211	1104	2	2196	2194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	6	1,10555555555556	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Catasarcus lepidus	Catasarcus	lepidus	Pascoe, 1870	1234298	Diego Fontaneto		17179	41	NA	NA	9	0	0	0	terrestrial	zoo/epiphytic or parasite	primary consumer	0	0	0	1	0	1	0	0	3	152	12	222	281	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Clivina punctigera	Clivina	punctigera	LeConte, 1857	1036900	Diego Fontaneto		39843	579	NA	NA	7	0	0	0	terrestrial	subterranean habitats	secondary consumer	0	0	0	0	0	0	0	0	13	1606245	52	14	818	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	5	1,52333333333333	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Agabus sturmii	Agabus	sturmii	(Gyllenhal, 1808)	4469907	Diego Fontaneto		4216	202	NA	NA	9	0	0	0	freshwater	lake	secondary consumer	0	0	0	0	0	1	1	0	425	4591084	1384	-3	2355	2358	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2593	8	5,40208333333333	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Milichus jugatus	Milichus	jugatus	D'Orbigny, 1907	1092908	Diego Fontaneto		6592	15	NA	NA	5	0	0	0	terrestrial	grassland	decomposer	0	1	0	0	0	0	0	0	9	346326	36	373	1243	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	4	0,183333333333333	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Carabus morbillosus	Carabus	morbillosus	Fabricius, 1792	4471092	Diego Fontaneto		39843	1087	NA	NA	35	0	0	0	terrestrial	subterranean habitats	secondary consumer	0	0	0	0	0	1	1	0	57	914773	176	0	1070	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2254	3	12,5222222222222	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Lispinus catena	Lispinus	catena	Sharp, 1876	8450731	Diego Fontaneto		65273	163	NA	NA	5	0	0	0	terrestrial	subterranean habitats	decomposer ; primary consumer ; secondary consumer	0	0	0	0	0	0	0	0	26	10417216	104	36	1815	1779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	796,56	736
Animalia	Arthropoda	Insecta	Coleoptera	Latridiidae	Corticaria lapponica	Corticaria	lapponica	(Zetterstedt, 1838)	4451000	Diego Fontaneto		286	94	NA	NA	2,5	0	0	0	terrestrial	subterranean habitats	decomposer	0	0	0	0	0	1	0	0	356	1804293	1072	8	1601	1593	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	3	0,488888888888889	796,56	736
