kingdom	phylum	class	order	family	name	genus	species	author	taxonID	Assignment	FOSSIL	uniqueness_family	uniqueness_genus	size_m	size_f	size_avg	model_organism	harmful_to_human	human_use	domain	reproductive_habitat	trophic_role	common_name	colorful	color_blu	color_red	mimetism	photo_google	wikipedia	CITES	n_occurrences	range_size_MCP	range_size_AOO	elevation_min	elevation_max	elevation_range	Total_wos	Agriculture	Anatomy & Morphology	Behavioral Sciences	Biochemistry & Molecular Biology	Biodiversity & Conservation	Biotechnology & Applied Microbiology	Cell Biology	Entomology	Environmental Sciences & Ecology	Evolutionary Biology	forestry	Genetics & Heredity	Life Sciences Biomedicine Other Topics	Marine & Freshwater Biology	Microbiology	Mycology	Parasitology	Pharmacology & Pharmacy	Plant Sciences	Zoology	Chemistry	Geology	Oceanography	Physics	Engineering	Instruments & Instrumentation	Microscopy	total_wiki_pgviews	wiki_langs	wiki_mean_month_pgviews	mean_divergence_time_Mya	median_divergence_time_Mya
Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Anorrhinus tickelli	Anorrhinus	tickelli	(Blyth, 1855)	2475927	Dan Chamberlain		64	2	NA	NA	650	0	0	1	terrestrial	forest	secondary consumer	1	0	0	0	0	1	1	1	86	204302	148	4	966	962	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18362	24	12,7513888888889	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Bucorvidae	Bucorvus leadbeateri	Bucorvus	leadbeateri	(Vigors, 1825)	2476041	Dan Chamberlain		2	2	NA	NA	1000	0	0	1	terrestrial	multiple	tertiary consumer	1	1	0	1	0	1	1	0	305	3854529	1156	45	2047	2002	36	0	0	1	1	6	0	0	0	6	1	0	0	3	0	0	0	0	1	1	22	0	0	0	0	0	0	0	246944	35	117,592380952381	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Lophoceros camurus	Lophoceros	camurus	Cassin, 1857	2475978	Dan Chamberlain	Resampled	64	14	NA	NA	300	0	0	0	terrestrial	forest	secondary consumer	1	1	0	1	0	1	1	0	89	4558712	348	9	1836	1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13093	21	10,3912698412698	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Rhyticeros subruficollis	Rhyticeros	subruficollis	(Blyth, 1843)	2475906	Dan Chamberlain		64	5	NA	NA	700	0	0	1	terrestrial	forest	primary consumer	1	1	0	0	0	1	1	1	104	265322	320	13	824	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20635	22	15,6325757575758	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Penelopides panini	Penelopides	panini	(Boddaert, 1783)	2476026	Dan Chamberlain		64	6	NA	NA	450	0	0	1	terrestrial	forest	secondary consumer	1	0	0	0	0	1	1	1	60	17007129	180	5	1281	1276	10	0	0	0	1	5	1	0	0	0	1	0	4	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	35881	23	26,0007246376812	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Bycanistes bucinator	Bycanistes	bucinator	(Temminck, 1824)	5228451	Dan Chamberlain		64	6	NA	NA	550	0	0	1	terrestrial	forest	secondary consumer	1	0	0	0	0	1	1	0	150	2404059	588	10	1700	1690	8	0	0	0	0	3	0	0	0	4	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	53222	26	34,1166666666667	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Anthracoceros malayanus	Anthracoceros	malayanus	(Raffles, 1822)	2475989	Dan Chamberlain		64	6	NA	NA	650	0	0	1	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	1	154	1973903	388	6	1012	1006	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	47468	28	28,2547619047619	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Upupidae	Upupa epops	Upupa	epops	Linnaeus, 1758	2498415	Dan Chamberlain		8	8	NA	NA	320	0	0	1	terrestrial	multiple	secondary consumer	1	1	0	0	0	1	1	0	329	99847400	924	-1	1829	1830	104	1	0	7	1	4	3	2	3	28	8	1	3	7	3	8	0	1	0	0	39	0	0	0	0	0	0	0	5028691	121	692,657162534435	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Buceros rhinoceros	Buceros	rhinoceros	Linnaeus, 1758	2476004	Dan Chamberlain		64	8	NA	NA	900	0	0	1	terrestrial	forest	primary consumer	1	1	0	1	0	1	1	1	161	2967373	460	6	1346	1340	12	0	0	0	1	4	0	0	0	2	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	383811	41	156,020731707317	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Tockus flavirostris	Tockus	flavirostris	(Ruppell, 1835)	2475979	Dan Chamberlain		64	14	NA	NA	400	0	0	1	terrestrial	forest ; grassland	secondary consumer	1	1	0	0	0	1	1	0	220	1950835	712	64	4019	3955	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43848	29	25,2	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Bycanistes brevis	Bycanistes	brevis	Friedmann, 1929	5228450	Dan Chamberlain		64	6	NA	NA	700	0	0	1	terrestrial	forest	secondary consumer	1	0	0	0	0	1	1	0	238	1431610	632	14	2481	2467	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	43472	27	26,8345679012346	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Ceratogymna elata	Ceratogymna	elata	(Temminck, 1831)	2476001	Dan Chamberlain		64	2	NA	NA	700	0	0	1	terrestrial	forest	secondary consumer	1	0	0	0	0	1	1	0	220	1264072	656	9	2524	2515	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21712	23	15,7333333333333	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Phoeniculidae	Rhinopomastus cyanomelas	Rhinopomastus	cyanomelas	(Vieillot, 1819)	2498426	Dan Chamberlain		14	5	NA	NA	300	0	0	0	terrestrial	shrubland ; grassland	secondary consumer	1	1	1	0	0	1	1	0	263	6447183	1016	5	2351	2346	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	22825	23	16,5398550724638	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Bycanistes fistulator	Bycanistes	fistulator	(Cassin, 1850)	5228443	Dan Chamberlain		64	6	NA	NA	450	0	0	1	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	0	234	5414194	756	3	1554	1551	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16087	23	11,6572463768116	311,9	318,45
Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Anorrhinus galeritus	Anorrhinus	galeritus	(Temminck, 1831)	2475930	Dan Chamberlain		64	2	NA	NA	700	0	0	1	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	1	172	2315166	460	4	2134	2130	5	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	22471	27	13,870987654321	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus atrocapillus	Crypturellus	atrocapillus	(Tschudi, 1844)	2477529	Dan Chamberlain		70	21	NA	NA	310	0	0	0	terrestrial	forest	secondary consumer	1	0	0	0	0	1	1	0	162	662711	388	148	4270	4122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10530	23	7,6304347826087	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus obsoletus	Crypturellus	obsoletus	(Temminck, 1815)	2477535	Dan Chamberlain		70	21	NA	NA	300	0	0	1	terrestrial	forest	secondary consumer	1	0	0	0	0	1	1	0	242	10154811	868	14	3490	3476	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	18250	27	11,2654320987654	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus erythropus	Crypturellus	erythropus	(Pelzeln, 1863)	2477546	Dan Chamberlain		70	21	NA	NA	320	0	0	0	terrestrial	multiple	secondary consumer	1	0	0	0	0	1	1	0	153	2864037	488	5	2604	2599	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	16826	23	12,1927536231884	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus guttatus	Tinamus	guttatus	Pelzeln, 1863	2477621	Dan Chamberlain		70	14	NA	NA	360	0	0	1	terrestrial	forest	secondary consumer	1	0	0	0	0	1	1	0	207	4794400	664	41	2793	2752	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	28586	26	18,324358974359	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus variegatus	Crypturellus	variegatus	(J.F.Gmelin, 1789)	2477527	Dan Chamberlain		70	21	NA	NA	310	0	0	1	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	0	217	8140696	700	10	825	815	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16028	24	11,1305555555556	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus tataupa	Crypturellus	tataupa	(Temminck, 1815)	2477522	Dan Chamberlain		70	21	NA	NA	270	0	0	1	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	0	251	10089612	904	20	2566	2546	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	20344	24	14,1277777777778	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus ptaritepui	Crypturellus	ptaritepui	J.T.Zimmer & Phelps, 1945	2477506	Dan Chamberlain		70	21	NA	NA	300	0	0	0	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	0	12	9201	44	527	1512	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13374	24	9,2875	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Nothura maculosa	Nothura	maculosa	(Temminck, 1815)	2477600	Dan Chamberlain		70	9	NA	NA	270	0	0	1	terrestrial	grassland	secondary consumer	1	0	0	0	0	1	1	0	302	4681319	1164	1	2011	2010	16	1	5	0	0	0	1	0	2	0	0	0	1	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	39460	27	24,358024691358	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus osgoodi	Tinamus	osgoodi	Conover, 1949	2477618	Dan Chamberlain		70	14	NA	NA	460	0	0	1	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	0	97	953136	292	398	4270	3872	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18970	22	14,3712121212121	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus boucardi	Crypturellus	boucardi	(P.L.Sclater, 1860)	2477567	Dan Chamberlain		70	21	NA	NA	290	0	0	1	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	0	157	496011	480	31	1642	1611	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14603	23	10,581884057971	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Nothoprocta taczanowskii	Nothoprocta	taczanowskii	P.L.Sclater & Salvin, 1875	2477596	Dan Chamberlain		70	9	NA	NA	360	0	0	1	terrestrial	grassland ; shrubland	primary consumer	1	0	0	0	0	1	1	0	94	128451	328	1653	4692	3039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11450	22	8,67424242424243	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus brevirostris	Crypturellus	brevirostris	(Pelzeln, 1863)	2477532	Dan Chamberlain		70	21	NA	NA	280	0	0	0	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	0	21	4764201	60	24	656	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10111	22	7,65984848484848	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Nothoprocta curvirostris	Nothoprocta	curvirostris	P.L.Sclater & Salvin, 1873	2477572	Dan Chamberlain		70	9	NA	NA	300	0	0	0	terrestrial	grassland ; shrubland	primary consumer	1	0	0	0	0	1	1	0	190	617350	660	55	4338	4283	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13983	21	11,097619047619	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus tao	Tinamus	tao	Temminck, 1815	2477622	Dan Chamberlain		70	14	NA	NA	490	0	0	1	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	0	198	6727643	580	37	3860	3823	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	42341	25	28,2273333333333	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus strigulosus	Crypturellus	strigulosus	(Temminck, 1815)	2477559	Dan Chamberlain		70	21	NA	NA	290	0	0	0	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	0	153	3164974	488	21	676	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17388	24	12,075	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Rhynchotus maculicollis	Rhynchotus	maculicollis	G.R.Gray, 1867	2477462	Dan Chamberlain		70	2	NA	NA	405	0	0	0	terrestrial	grassland ; shrubland	primary consumer	1	0	0	0	0	1	1	0	237	509669	684	279	4685	4406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10934	20	9,11166666666667	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus berlepschi	Crypturellus	berlepschi	(Rothschild, 1897)	2477528	Dan Chamberlain		70	21	NA	NA	320	0	0	0	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	0	109	114750	324	9	2133	2124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13889	25	9,25933333333333	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Nothoprocta ornata	Nothoprocta	ornata	(G.R.Gray, 1867)	2477575	Dan Chamberlain		70	9	NA	NA	350	0	0	1	terrestrial	grassland ; shrubland	primary consumer	1	0	0	0	0	1	1	0	261	911176	872	59	5002	4943	6	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	23114	22	17,5106060606061	311,9	318,45
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus solitarius	Tinamus	solitarius	(Vieillot, 1819)	2477627	Dan Chamberlain		70	14	NA	NA	480	0	0	1	terrestrial	forest	primary consumer	1	0	0	0	0	1	1	1	164	1020945	540	13	1280	1267	14	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	108051	28	64,3160714285714	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardeola ralloides	Ardeola	ralloides	(Scopoli, 1769)	2480906	Dan Chamberlain		124	7	NA	NA	470	0	0	1	freshwater ; terrestrial	other wetlands	tertiary consumer	1	0	0	0	0	1	1	0	428	57826453	1224	-231	2041	2272	40	1	0	3	0	0	0	0	0	10	0	0	0	2	0	0	0	3	0	0	26	0	0	0	0	0	0	0	200730	54	61,9537037037037	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Threskiornis aethiopicus	Threskiornis	aethiopicus	(Latham, 1790)	2480764	Dan Chamberlain		51	6	NA	NA	890	0	1	1	freshwater ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	466	92989628	1376	-5	2247	2252	28	0	0	0	0	6	0	0	0	11	0	0	0	2	0	1	0	0	0	0	6	0	1	0	0	0	0	0	835245	57	244,223684210526	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea cinerea	Ardea	cinerea	Linnaeus, 1758	9797180	Dan Chamberlain		124	40	NA	NA	980	0	0	1	freshwater ; terrestrial	other wetlands	tertiary consumer	1	0	0	0	0	1	1	0	406	26301064	1344	2	954	952	266	4	3	1	2	11	0	0	0	89	1	2	1	13	18	1	1	14	0	2	117	1	0	2	1	2	0	0	4025497	102	657,760947712418	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Lophotibis cristata	Lophotibis	cristata	(Boddaert, 1783)	2480814	Dan Chamberlain		51	1	NA	NA	500	0	0	1	terrestrial	forest	secondary consumer	1	0	0	0	0	1	1	0	117	4166035	292	3	1584	1581	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	34748	31	18,6817204301075	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta garzetta	Egretta	garzetta	(Linnaeus, 1766)	2480876	Dan Chamberlain		124	15	NA	NA	650	0	0	0	freshwater ; terrestrial	other wetlands	tertiary consumer	1	0	0	0	0	1	1	0	339	174999968	1244	-29	2261	2290	245	7	0	11	4	6	2	1	0	113	8	0	7	10	6	4	0	6	0	0	118	1	1	1	0	7	0	0	1230056	80	256,261666666667	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Pseudibis gigantea	Pseudibis	gigantea	(Oustalet, 1877)	2480779	Dan Chamberlain		51	3	NA	NA	1060	0	0	1	freshwater ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	62	29040	172	60	133	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus crispus	Pelecanus	crispus	Bruch, 1832	2480353	Dan Chamberlain		10	9	NA	NA	1800	0	0	1	freshwater ; terrestrial	other wetlands	tertiary consumer	1	0	0	0	0	1	1	1	349	23092280	1168	-29	988	1017	59	1	0	0	1	8	0	0	0	19	1	0	2	3	2	0	0	1	1	0	26	0	1	0	0	0	0	0	675365	60	187,601388888889	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardeola grayii	Ardeola	grayii	(Sykes, 1832)	2480905	Dan Chamberlain		124	7	NA	NA	460	0	0	1	freshwater ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	455	8544207	1608	1	2143	2142	11	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	129412	40	53,9216666666667	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ixobrychus involucris	Ixobrychus	involucris	(Vieillot, 1823)	2480851	Dan Chamberlain		124	9	NA	NA	330	0	0	0	freshwater ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	183	12364795	608	0	1081	1081	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	22386	28	13,325	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Gorsachius melanolophus	Gorsachius	melanolophus	(Raffles, 1822)	2480841	Dan Chamberlain		124	4	NA	NA	490	0	0	1	freshwater ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	463	7386573	816	2	2138	2136	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	344360	35	163,980952380952	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea regia	Platalea	regia	Gould, 1838	2480799	Dan Chamberlain		51	9	NA	NA	810	0	0	1	freshwater ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	467	11838702	1580	1	1097	1096	10	0	0	0	1	0	0	0	0	4	1	0	1	0	2	0	0	0	0	0	5	0	0	1	0	0	0	0	72345	37	32,5878378378378	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Tigrisoma mexicanum	Tigrisoma	mexicanum	Swainson, 1834	2480867	Dan Chamberlain		124	4	NA	NA	810	0	0	1	marine ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	429	5220687	1412	0	2604	2604	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	60582	27	37,3962962962963	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardeola idae	Ardeola	idae	(Hartlaub, 1860)	2480903	Dan Chamberlain		124	7	NA	NA	480	0	0	1	freshwater ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	192	11766474	568	3	2246	2243	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	29833	27	18,4154320987654	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea humbloti	Ardea	humbloti	Milne-Edwards & A.Grandidier, 1885	2480931	Dan Chamberlain		124	40	NA	NA	1000	0	0	1	freshwater ; terrestrial	other wetlands	tertiary consumer	1	0	0	0	0	1	1	0	152	4417707	456	3	1500	1497	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	36338	31	19,5365591397849	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta eulophotes	Egretta	eulophotes	(Swinhoe, 1860)	2480887	Dan Chamberlain		124	15	NA	NA	680	0	0	1	marine ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	168	9607353	520	-1	1910	1911	24	1	0	0	2	10	0	0	0	4	3	0	9	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	101181	29	58,15	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea alba	Ardea	alba	Linnaeus, 1758	9752617	Dan Chamberlain		124	40	NA	NA	1040	0	0	1	freshwater ; terrestrial	other wetlands	tertiary consumer	1	0	0	0	0	1	1	0	405	177644282	1448	-2	2278	2280	160	0	1	0	1	15	0	0	0	49	3	1	2	6	5	0	0	8	0	0	80	2	1	0	0	3	0	0	2439112	82	495,754471544715	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta sacra	Egretta	sacra	(Gmelin, 1789)	2480899	Dan Chamberlain		124	15	NA	NA	660	0	0	1	marine ; terrestrial	marine coastal	secondary consumer	1	0	0	0	0	1	1	0	396	3535938	1312	1	1102	1101	9	0	0	0	1	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	126135	41	51,2743902439024	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ixobrychus cinnamomeus	Ixobrychus	cinnamomeus	(Gmelin, 1789)	2480849	Dan Chamberlain		124	9	NA	NA	410	0	0	1	freshwater ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	258	19378668	964	0	1450	1450	4	0	0	0	2	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	71213	41	28,9483739837398	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Butorides striata	Butorides	striata	(Linnaeus, 1758)	2480824	Dan Chamberlain		124	7	NA	NA	480	0	0	1	freshwater ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	465	249077970	1352	1	2549	2548	9	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	240598	48	83,5409722222222	311,9	318,45
Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea flavipes	Platalea	flavipes	Gould, 1838	2480806	Dan Chamberlain		51	9	NA	NA	1000	0	0	1	freshwater ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	314	6675704	980	2	1031	1029	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	42572	32	22,1729166666667	311,9	318,45
Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Leptoptilos crumeniferer	Leptoptilos	crumeniferer	(Lesson, 1831)	2481946	Dan Chamberlain	Resampled	44	10	NA	NA	1520	0	0	1	freshwater ; terrestrial	multiple	tertiary consumer	1	0	0	0	0	1	1	0	204	63983022	744	3	2750	2747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1159563	49	394,409183673469	311,9	318,45
Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Anastomus oscitans	Anastomus	oscitans	(Boddaert, 1783)	5229410	Dan Chamberlain		44	2	NA	NA	810	0	0	1	freshwater ; terrestrial	other wetlands	secondary consumer	1	0	0	0	0	1	1	0	441	8437470	1416	0	1929	1929	18	1	0	0	0	3	0	0	0	4	1	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	210530	44	79,7462121212121	311,9	318,45
Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Mycteria leucocephala	Mycteria	leucocephala	(Pennant, 1769)	2481938	Dan Chamberlain		44	6	NA	NA	1020	0	0	1	freshwater ; terrestrial	other wetlands	tertiary consumer	1	0	0	0	0	1	1	0	350	29004844	1336	0	2014	2014	25	0	0	0	1	2	0	0	0	10	0	0	2	1	0	0	0	0	0	0	10	0	0	0	0	1	0	0	232395	43	90,0755813953488	311,9	318,45
Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Jabiru mycteria	Jabiru	mycteria	(Lichtenstein, 1819)	2481953	Dan Chamberlain		44	1	NA	NA	1400	0	0	1	freshwater ; terrestrial	other wetlands	tertiary consumer	1	1	0	1	0	1	1	1	223	13249047	764	1	859	858	20	0	0	1	0	0	1	1	0	3	0	0	4	1	0	1	0	0	0	0	13	0	0	0	0	0	0	0	508829	46	184,358333333333	311,9	318,45
Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia maguari	Ciconia	maguari	(Gmelin, 1789)	2481910	Dan Chamberlain		44	9	NA	NA	1020	0	0	1	freshwater ; terrestrial	other wetlands	tertiary consumer	1	0	0	0	0	1	1	0	286	13104150	996	1	923	922	11	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	7	0	0	0	0	0	0	0	115333	33	58,2489898989899	311,9	318,45
